,title,rating,no_of_ratings,url,difficulty,prep_time,cook_time,total_time,month_str,month,year,date,ingredient
257,Green minestrone with tortellini,4.6,17.0,https://www.bbcgoodfood.com/recipes/green-minestrone-tortellini,1.0,5.0,25.0,30.0,December,12,2018,2018-12-01 00:00:00,lemon
257,Green minestrone with tortellini,4.6,17.0,https://www.bbcgoodfood.com/recipes/green-minestrone-tortellini,1.0,5.0,25.0,30.0,December,12,2018,2018-12-01 00:00:00,tortellini
258,Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,1.0,10.0,0.0,10.0,June,6,2006,2006-06-01 00:00:00,ripe tomatoes
258,Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,1.0,10.0,0.0,10.0,June,6,2006,2006-06-01 00:00:00,small red onion
258,Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,1.0,10.0,0.0,10.0,June,6,2006,2006-06-01 00:00:00,garlic clove
258,Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,1.0,10.0,0.0,10.0,June,6,2006,2006-06-01 00:00:00,juice
258,Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,1.0,10.0,0.0,10.0,June,6,2006,2006-06-01 00:00:00,handful coriander stalks
258,Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,1.0,10.0,0.0,10.0,June,6,2006,2006-06-01 00:00:00,olive oil
258,Salsa soup,,2.0,https://www.bbcgoodfood.com/recipes/salsa-soup,1.0,10.0,0.0,10.0,June,6,2006,2006-06-01 00:00:00,tortilla chips
259,Witches' brew (Pea & bacon chowder),4.8,30.0,https://www.bbcgoodfood.com/recipes/witches-brew-pea-bacon-chowder,1.0,20.0,12.0,32.0,October,10,2006,2006-10-01 00:00:00,onion
259,Witches' brew (Pea & bacon chowder),4.8,30.0,https://www.bbcgoodfood.com/recipes/witches-brew-pea-bacon-chowder,1.0,20.0,12.0,32.0,October,10,2006,2006-10-01 00:00:00,garlic clove
259,Witches' brew (Pea & bacon chowder),4.8,30.0,https://www.bbcgoodfood.com/recipes/witches-brew-pea-bacon-chowder,1.0,20.0,12.0,32.0,October,10,2006,2006-10-01 00:00:00,frozen g petits
259,Witches' brew (Pea & bacon chowder),4.8,30.0,https://www.bbcgoodfood.com/recipes/witches-brew-pea-bacon-chowder,1.0,20.0,12.0,32.0,October,10,2006,2006-10-01 00:00:00,vegetable stock
259,Witches' brew (Pea & bacon chowder),4.8,30.0,https://www.bbcgoodfood.com/recipes/witches-brew-pea-bacon-chowder,1.0,20.0,12.0,32.0,October,10,2006,2006-10-01 00:00:00,rashers
259,Witches' brew (Pea & bacon chowder),4.8,30.0,https://www.bbcgoodfood.com/recipes/witches-brew-pea-bacon-chowder,1.0,20.0,12.0,32.0,October,10,2006,2006-10-01 00:00:00,butter optional
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,ripe tomatoes
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,large red pepper
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,cucumber
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,spring onions
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,small garlic clove
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,blanched almonds
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,limes
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,chipotle paste
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,ripe avocado
260,Chipotle gazpacho,,15.0,https://www.bbcgoodfood.com/recipes/chipotle-gazpacho,1.0,25.0,0.0,25.0,June,6,2019,2019-06-01 00:00:00,small red chilli
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,garlic
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,sized piece ginger
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,few slices
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,miso paste
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,dried shiitake mushrooms
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,quality vegan stock
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,soy sauce
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,firm tofu cut
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,ramen
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,head pak choi
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,spring onions
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,white parts
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,ready beansprouts
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,carrot
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,sesame oil sriracha
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,chopped coriander
261,Vegan ramen,4.8,91.0,https://www.bbcgoodfood.com/recipes/vegan-ramen,1.0,10.0,15.0,25.0,NA,0,0,0,crumbled sheets
262,Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,2.0,10.0,20.0,30.0,September,9,2008,2008-09-01 00:00:00,knob
262,Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,2.0,10.0,20.0,30.0,September,9,2008,2008-09-01 00:00:00,rashers
262,Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,2.0,10.0,20.0,30.0,September,9,2008,2008-09-01 00:00:00,onion
262,Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,2.0,10.0,20.0,30.0,September,9,2008,2008-09-01 00:00:00,milk
262,Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,2.0,10.0,20.0,30.0,September,9,2008,2008-09-01 00:00:00,potato
262,Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,2.0,10.0,20.0,30.0,September,9,2008,2008-09-01 00:00:00,haddock fillets
262,Sweetcorn & smoked haddock chowder,4.6,59.0,https://www.bbcgoodfood.com/recipes/sweetcorn-smoked-haddock-chowder,2.0,10.0,20.0,30.0,September,9,2008,2008-09-01 00:00:00,chopped parsley
263,Spinach & watercress soup,1.8,10.0,https://www.bbcgoodfood.com/recipes/spinach-watercress-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,spinach
263,Spinach & watercress soup,1.8,10.0,https://www.bbcgoodfood.com/recipes/spinach-watercress-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,watercress
263,Spinach & watercress soup,1.8,10.0,https://www.bbcgoodfood.com/recipes/spinach-watercress-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,spring onion
263,Spinach & watercress soup,1.8,10.0,https://www.bbcgoodfood.com/recipes/spinach-watercress-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,vegetable stock
263,Spinach & watercress soup,1.8,10.0,https://www.bbcgoodfood.com/recipes/spinach-watercress-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,cooked rice
263,Spinach & watercress soup,1.8,10.0,https://www.bbcgoodfood.com/recipes/spinach-watercress-soup,1.0,5.0,5.0,10.0,September,9,2016,2016-09-01 00:00:00,juice ½ lemon
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,large red chillies
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,red peppers
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,small onion
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,garlic
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,vegetable stock
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,potatoes
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,frozen sweetcorn kernels
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,spring onions
264,Spiced pepper & corn soup,,3.0,https://www.bbcgoodfood.com/recipes/spiced-pepper-corn-soup,1.0,20.0,20.0,40.0,December,12,2006,2006-12-01 00:00:00,cream pot
265,Hot & sour broth with prawns,4.8,38.0,https://www.bbcgoodfood.com/recipes/hot-sour-broth-prawns,1.0,10.0,5.0,15.0,October,10,2010,2010-10-01 00:00:00,chicken stock
265,Hot & sour broth with prawns,4.8,38.0,https://www.bbcgoodfood.com/recipes/hot-sour-broth-prawns,1.0,10.0,5.0,15.0,October,10,2010,2010-10-01 00:00:00,soy sauce
265,Hot & sour broth with prawns,4.8,38.0,https://www.bbcgoodfood.com/recipes/hot-sour-broth-prawns,1.0,10.0,5.0,15.0,October,10,2010,2010-10-01 00:00:00,size piece ginger
265,Hot & sour broth with prawns,4.8,38.0,https://www.bbcgoodfood.com/recipes/hot-sour-broth-prawns,1.0,10.0,5.0,15.0,October,10,2010,2010-10-01 00:00:00,small red chillies
265,Hot & sour broth with prawns,4.8,38.0,https://www.bbcgoodfood.com/recipes/hot-sour-broth-prawns,1.0,10.0,5.0,15.0,October,10,2010,2010-10-01 00:00:00,spring onions
265,Hot & sour broth with prawns,4.8,38.0,https://www.bbcgoodfood.com/recipes/hot-sour-broth-prawns,1.0,10.0,5.0,15.0,October,10,2010,2010-10-01 00:00:00,small peeled prawns
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,courgette
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,frozen peas
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,vegetable
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,bag
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,cooled rice
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,bag baby spinach
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,fresh pesto
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,olive oil
266,Summery soup with pesto,,,https://www.bbcgoodfood.com/recipes/summery-soup-pesto,1.0,15.0,0.0,15.0,August,8,2005,2005-08-01 00:00:00,grated parmesan
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,celery sticks
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,small carrots
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,red onion
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,garlic
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,thyme
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,dried porcini mushrooms
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,plum tomatoes
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,chicken stock
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,chopped parsley
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,slices
267,Acquacotta,4.8,13.0,https://www.bbcgoodfood.com/recipes/acquacotta,1.0,20.0,40.0,60.0,October,10,2014,2014-10-01 00:00:00,eggs
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,hot chicken stock
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,white caster sugar
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,sized piece ginger
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,red chilli
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,silken tofu
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,handful frozen sweetcorn
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,cooked prawns
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,eggs
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,beansprouts
268,Hot & sour prawn & sweetcorn soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-sour-prawn-sweetcorn-soup,1.0,10.0,10.0,20.0,January,1,2017,2017-01-01 00:00:00,shredded spring onions
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,wonton wrappers
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,ginger
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,pork mince
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,raw prawns
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,spring onion
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,light soy sauce
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,pinch
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,vegetable bouillon powder
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,ginger
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,light soy sauce
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,choi leaves
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,spring onions
269,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,chilli oil
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,wonton wrappers
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,ginger
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,pork mince
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,raw prawns
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,spring onion
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,light soy sauce
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,pinch
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,vegetable bouillon powder
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,ginger
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,light soy sauce
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,choi leaves
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,spring onions
270,Wonton soup,,0.0,https://www.bbcgoodfood.com/recipes/wonton-soup,1.0,20.0,10.0,30.0,NA,0,0,0,chilli oil
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,meaty chicken carcass
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,jellified roasting juices
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,skin
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,large onion
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,bay
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,red chillies
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,small pack coriander
271,How to make bone broth,4.8,18.0,https://www.bbcgoodfood.com/recipes/bone-broth,2.0,20.0,45.0,65.0,October,10,2015,2015-10-01 00:00:00,wholegrain basmati rice
272,Chilled pea & watercress soup,,,https://www.bbcgoodfood.com/recipes/chilled-pea-watercress-soup,1.0,5.0,0.0,5.0,August,8,2004,2004-08-01 00:00:00,pack
272,Chilled pea & watercress soup,,,https://www.bbcgoodfood.com/recipes/chilled-pea-watercress-soup,1.0,5.0,0.0,5.0,August,8,2004,2004-08-01 00:00:00,bawatercress
272,Chilled pea & watercress soup,,,https://www.bbcgoodfood.com/recipes/chilled-pea-watercress-soup,1.0,5.0,0.0,5.0,August,8,2004,2004-08-01 00:00:00,vegetable stock
272,Chilled pea & watercress soup,,,https://www.bbcgoodfood.com/recipes/chilled-pea-watercress-soup,1.0,5.0,0.0,5.0,August,8,2004,2004-08-01 00:00:00,juice
272,Chilled pea & watercress soup,,,https://www.bbcgoodfood.com/recipes/chilled-pea-watercress-soup,1.0,5.0,0.0,5.0,August,8,2004,2004-08-01 00:00:00,natural yogurt
272,Chilled pea & watercress soup,,,https://www.bbcgoodfood.com/recipes/chilled-pea-watercress-soup,1.0,5.0,0.0,5.0,August,8,2004,2004-08-01 00:00:00,ice cubes
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,dried borlotti
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,onions chunks
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,medium carrots
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,celery stalks
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,garlic cloves
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,fresh vegetable stock
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,plum tomatoes
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,rosemary sprigs
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,bay
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,ditaloni rigati
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,nero stalks
273,Pasta e fagioli,3.9,11.0,https://www.bbcgoodfood.com/recipes/pasta-e-fagioli,1.0,20.0,420.0,440.0,October,10,2019,2019-10-01 00:00:00,vegan parmesan
274,Prawn & fennel bisque,4.2,26.0,https://www.bbcgoodfood.com/recipes/prawn-fennel-bisque,1.0,30.0,55.0,85.0,December,12,2009,2009-12-01 00:00:00,tiger prawn
274,Prawn & fennel bisque,4.2,26.0,https://www.bbcgoodfood.com/recipes/prawn-fennel-bisque,1.0,30.0,55.0,85.0,December,12,2009,2009-12-01 00:00:00,large onion
274,Prawn & fennel bisque,4.2,26.0,https://www.bbcgoodfood.com/recipes/prawn-fennel-bisque,1.0,30.0,55.0,85.0,December,12,2009,2009-12-01 00:00:00,large fennel bulb
274,Prawn & fennel bisque,4.2,26.0,https://www.bbcgoodfood.com/recipes/prawn-fennel-bisque,1.0,30.0,55.0,85.0,December,12,2009,2009-12-01 00:00:00,fronds
274,Prawn & fennel bisque,4.2,26.0,https://www.bbcgoodfood.com/recipes/prawn-fennel-bisque,1.0,30.0,55.0,85.0,December,12,2009,2009-12-01 00:00:00,carrots
274,Prawn & fennel bisque,4.2,26.0,https://www.bbcgoodfood.com/recipes/prawn-fennel-bisque,1.0,30.0,55.0,85.0,December,12,2009,2009-12-01 00:00:00,dry white wine
