title,rating,no_of_ratings,url,author,servings,difficulty,prep_time,cook_time,total_time,year,month,ingredients,date
Chickpea tagine soup,,3.0,https://www.bbcgoodfood.com/recipes/chickpea-tagine-soup,Esther Clark,4.0,1.0,10.0,30.0,40.0,2019,9,"2 red peppers, 1 tbsp rapeseed oil, 1 red onion thinly sliced, 2 large garlic cloves crushed, 2 tsp ground coriander, 1 tsp ground cumin, 2 tbsp rose harissa paste, 2 x 400g cans chickpeas drained and rinsed, 1 ½l low-salt veg stock, 150g kale chopped, 1 lemon zested and juiced, 50g dried apricots finely chopped, 1⁄2 small bunch parsley finely chopped, fat-free natural yogurt to serve (optional)",2019-09-01 00:00:00
Creamy curried carrot & butter bean soup,4.2,23.0,https://www.bbcgoodfood.com/recipes/creamy-curried-carrot-butter-bean-soup,Good Food team,8.0,1.0,25.0,60.0,85.0,2012,4,"2 tbsp sunflower oil, 2 onions chopped, 1 tsp turmeric, 1 tsp ground ginger, 1 tbsp ground coriander, 1 tbsp medium curry powder, 1 ¼kg carrot 1kg/2lb 4oz roughly sliced, rest coarsely grated, 3 x 400g cans butter beans drained and rinsed, 1.2l vegetable stock, 400ml whole milk, snipped chives if you like, to serve, plus 2 crusty loaves",2012-04-01 00:00:00
Celeriac soup with scallops & black pudding,4.6,13.0,https://www.bbcgoodfood.com/recipes/celeriac-soup-scallops-black-pudding,James Martin,8.0,2.0,30.0,30.0,60.0,2011,12,"2 tbsp olive oil, 1 celeriac (about 1kg/2lb 4oz), peeled and cut into cubes, 5 shallots peeled and sliced, 3 garlic cloves chopped, 150ml white wine, 1 ½l chicken stock, good pinch nutmeg, 125ml double cream, 100g black pudding crumbled into small pieces, 12 scallops coral removed, each halved into 2 discs, 50g butter",2011-12-01 00:00:00
Mexican chicken & wild rice soup,4.7,14.0,https://www.bbcgoodfood.com/recipes/mexican-chicken-wild-rice-soup,Good Food team,4.0,1.0,10.0,20.0,30.0,2011,7,"1 tsp olive oil, 1 onion finely chopped, 1 green pepper diced, 200g sweetcorn frozen or from a can, 1-2 tbsp chipotle paste (we used Discovery), 250g Pouch ready-cooked long-grain and wild rice mix (we used Uncle Ben's), 400g can black beans in water, rinsed and drained, 1.3l low-sodium chicken stock, 2 cooked skinless chicken breasts shredded, small bunch coriander chopped, low-fat soured cream and reduced fat guacamole, to serve, if you like",2011-07-01 00:00:00
White velvet soup with smoky almonds,3.7,9.0,https://www.bbcgoodfood.com/recipes/white-velvet-soup-smoky-almonds,Sara Buenfeld,2.0,1.0,10.0,25.0,35.0,2018,11,"2 tsp rapeseed oil, 2 large garlic cloves sliced, 2 leeks trimmed so they’re mostly white in colour, washed well, then sliced (about 240g), 200g cauliflower chopped, 2 tsp vegetable bouillon powder, 400g cannellini beans rinsed, fresh nutmeg for grating, 100ml whole milk, 25g whole almonds chopped, ½ tsp smoked paprika, 2 x 25g slices rye bread to serve",2018-11-01 00:00:00
Roast carrot soup with pancetta croutons,4.4,15.0,https://www.bbcgoodfood.com/recipes/roast-carrot-soup-pancetta-croutons,Good Food team,2.0,1.0,15.0,65.0,80.0,2013,1,"700g carrot cut into batons, 2 tbsp olive oil, 4 garlic cloves skin on, few  thyme sprigs, plus extra to garnish, small knob of  butter, 2 onions finely chopped, 700ml chicken stock made up with 1 cube, 6 slices  pancetta, 2 thick slices rustic  bread cut into soldiers (we used sourdough), drizzle olive oil",2013-01-01 00:00:00
"Porcini, pancetta & spelt soup",,6.0,https://www.bbcgoodfood.com/recipes/porcini-pancetta-spelt-soup,Good Food team,4.0,1.0,15.0,50.0,65.0,2009,10,"50g cubed pancetta (or bacon), 1 tbsp olive oil, 1 bay leaf, 1 onion finely chopped, 1 garlic clove crushed, 1l vegetable stock, 140g pearled spelt (or farro), small handful dried porcini mushrooms, crumbled, 2 tomatoes skinned, deseeded and diced (or 2 whole tomatoes from a can, chopped), 6-8 small button mushrooms quartered, flat-leaf parsley and Parmesan to serve",2009-10-01 00:00:00
Easy pea & mint soup,4.5,12.0,https://www.bbcgoodfood.com/recipes/easy-pea-mint-soup,Barney Desmazery,4.0,1.0,5.0,0.0,5.0,2005,8,"450g  bag frozen peas, 800ml  hot water (straight from the kettle), 1 tbsp  vegetable bouillon powder, small handful of  chopped fresh mint to serve, cream to serve",2005-08-01 00:00:00
Tomato soup with cheese & Marmite twists,4.5,14.0,https://www.bbcgoodfood.com/recipes/tomato-soup-cheese-marmite-twists,Sara Buenfeld,4.0,1.0,25.0,25.0,50.0,2009,9,"50g Red Leicester or cheddar, 1 ready-to-use sheet puff pastry, 1 large onion, 2 tbsp olive oil, 8 large tomatoes, 400ml vegetable stock, 4 tbsp tomato ketchup, ½ tsp dried oregano, 300ml double cream",2009-09-01 00:00:00
Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,Sara Buenfeld,4.0,1.0,20.0,30.0,50.0,2014,12,"1 tbsp olive oil, 1 large onion chopped, 1 garlic clove chopped, 1 butternut squash about 1kg, peeled, deseeded and chopped, 3 tbsp madeira or dry Sherry, 500ml gluten-free vegetable stock plus a little extra if necessary, 1 tsp chopped sage plus 20 small leaves, cleaned and dried, 1 tbsp olive oil, 1 large eating apple peeled, cored and diced, a few pinches of golden caster sugar",2014-12-01 00:00:00
Artichoke soup with Parmesan sticks,4.9,10.0,https://www.bbcgoodfood.com/recipes/artichoke-soup-parmesan-sticks,Gary Rhodes,6.0,1.0,25.0,30.0,55.0,2005,11,"600g Jerusalem artichoke scrubbed and quartered (the artichokes can also be peeled), 1  small potato (about 100-140g/4-5 oz) quartered, 1  large onion chopped, 600ml  vegetable chicken stock (use bought fresh, or make up with a stock cube), grissini sticks, 3 heaped tbsp  finely grated Parmesan (or vegetarian alternative), 142ml  carton single or whipping cream, 1-2 tbsp milk, 2 tsp  snipped chives optional",2005-11-01 00:00:00
Butternut soup with crispy sage & apple croutons,4.7,8.0,https://www.bbcgoodfood.com/recipes/butternut-soup-crispy-sage-apple-croutons,Sara Buenfeld,4.0,1.0,20.0,30.0,50.0,2014,12,"1 tbsp olive oil, 1 large onion chopped, 1 garlic clove chopped, 1 butternut squash about 1kg, peeled, deseeded and chopped, 3 tbsp madeira or dry Sherry, 500ml gluten-free vegetable stock plus a little extra if necessary, 1 tsp chopped sage plus 20 small leaves, cleaned and dried, 1 tbsp olive oil, 1 large eating apple peeled, cored and diced, a few pinches of golden caster sugar",2014-12-01 00:00:00
Gruyère & vegetable soup,4.3,23.0,https://www.bbcgoodfood.com/recipes/gruyere-vegetable-soup,Good Food team,4.0,1.0,55.0,0.0,55.0,2004,3,"1 medium leek, 1 medium carrot peeled, 1 small potato weighing about 175g/6oz, peeled, 1 stick of  celery or half a small bulb of fennel, 1 medium onion, 50g butter, 2 tbsp olive oil, 4 sprigs of thyme stripped of their leaves or 2 pinches of dried thyme, 2 tbsp plain flour, 700ml vegetable stock or chicken stock (using a cube), 300ml milk, 1 small head broccoli trimmed into small florets, stalk discarded, small handful of flat-leaf parsley leaves, roughly chopped, 140g gruyère coarsely grated",2004-03-01 00:00:00
Pea & watercress soup,4.4,17.0,https://www.bbcgoodfood.com/recipes/pea-watercress-soup,Good Food team,4.0,1.0,5.0,15.0,20.0,2009,6,"1 tbsp olive oil, 1 onion finely chopped, 1 garlic clove roughly chopped, 1 medium potato cut into small chunks, 500ml vegetable stock, 300g fresh peas (or frozen if out of season), 100g watercress, leaves from 2 mint sprigs, plus extra to garnish, 100ml double cream",2009-06-01 00:00:00
Spiced citrus bean soup,,21.0,https://www.bbcgoodfood.com/recipes/spiced-citrus-bean-soup,Good Food team,4.0,1.0,15.0,35.0,50.0,2009,3,"2 tbsp olive oil, 2 onions sliced, 450g carrot roughly chopped, 1 tbsp garam masala, finger-length of fresh root ginger grated, juice 1 orange, 1l vegetable stock, 200ml can reduced-fat coconut milk, 410g/14oz can mixed beans drained, rinsed, 2 tbsp chopped coriander",2009-03-01 00:00:00
Roasted butternut squash soup,3.8,23.0,https://www.bbcgoodfood.com/recipes/roasted-butternut-squash-soup,James Martin,4.0,1.0,10.0,40.0,50.0,2011,11,"70g pack cubetti di pancetta, 1 butternut squash peeled and chopped, 1 large onion chopped, 2 garlic cloves chopped, 1 tbsp clear honey, 3 rosemary sprigs, 600ml chicken stock, 150ml white wine, 100ml double cream, juice 1 lemon, 25g toasted pine nut",2011-11-01 00:00:00
Leftover turkey & noodle soup,,6.0,https://www.bbcgoodfood.com/recipes/asian-noodle-turkey-soup,Good Food team,4.0,1.0,10.0,10.0,20.0,2008,1,"1 ½l turkey or chicken stock, thumb-size piece root ginger peeled and sliced, 2 star anise, 1 cinnamon stick, 3 cloves, 200g dried rice noodles any type, 2-3tbsp fish sauce, 2 limes one juiced, one for wedges, 400g roast turkey shredded, 100g bag beansprouts, bunch coriander, bunch mint, 4 spring onions thinly sliced, 2 red chillies sliced (leave the seeds in if you like it hot)",2008-01-01 00:00:00
Healthy carrot soup,2.8,28.0,https://www.bbcgoodfood.com/recipes/carrot-ginger-immune-boosting-soup,Chelsie Collins,1.0,1.0,5.0,5.0,10.0,2016,9,"3 large carrots, 1 tbsp grated ginger, 1 tsp turmeric, a pinch of cayenne pepper plus extra to serve, 20g wholemeal bread, 1 tbsp soured cream plus extra to serve, 200ml vegetable stock",2016-09-01 00:00:00
Supergreen soup with yogurt & pine nuts,4.2,7.0,https://www.bbcgoodfood.com/recipes/supergreen-soup-yogurt-pine-nuts,Sophie Godwin – Cookery writer,2.0,1.0,5.0,25.0,30.0,2016,5,"2 tsp olive oil, 1 onion chopped, 2 garlic cloves crushed, 1 potato (approx 250g), cut into small cubes, 600ml vegetable stock, 120g bag mixed watercress, rocket and spinach salad, 150g pot  natural yogurt, 20g pine nuts toasted, chilli oil to serve (optional)",2016-05-01 00:00:00
Autumn vegetable soup with cheesy toasts,,36.0,https://www.bbcgoodfood.com/recipes/autumn-vegetable-soup-cheesy-toasts,Good Food team,4.0,1.0,10.0,15.0,25.0,2002,11,"1 leek chopped quite small, 2 carrots chopped quite small, 1 garlic clove finely chopped, 1 potato chopped quite small, 1 tbsp finely chopped fresh rosemary, ½ tsp sugar, 410g can  chickpea drained and rinsed, 3 tbsp chopped fresh parsley, 2 x  cans chopped Italian tomato, 8 slices of  baguette cut on the diagonal, 1 garlic clove cut in half, 50g edam finely grated",2002-11-01 00:00:00
Sweet potato & rosemary soup with garlic toasts,4.2,25.0,https://www.bbcgoodfood.com/recipes/sweet-potato-rosemary-soup-garlic-toasts,Good Food team,4.0,1.0,10.0,20.0,30.0,2009,3,"2 tsp olive oil plus extra for brushing, 1 onion chopped, 3 garlic cloves, 750g sweet potato peeled and cubed, 1l vegetable stock, 2 rosemary sprigs, 8 slices bread (ciabatta is good)",2009-03-01 00:00:00
Danish-style yellow split pea soup,3.5,9.0,https://www.bbcgoodfood.com/recipes/danish-style-yellow-split-pea-soup,Myles Williamson,6.0,1.0,20.0,360.0,380.0,2019,10,"500g dried yellow split peas soaked for at least 2 hrs, rinsed, 2 onions finely chopped, 1 large leek finely chopped, 2 medium carrots cut into 1cm chunks, 1 small celeriac peeled and cut into 1cm chunks, 2 medium parsnips peeled and cut into 1cm chunks, 2 litres fresh vegetable stock, 2 tbsp sweet white miso, 1 tsp caraway seeds, 1 tsp white pepper plus extra to serve, large pinch of ground cloves, 6 thyme or oregano sprigs, tied, handful of  fresh dill chopped, to serve, rye bread mustard and pickle, to serve (optional)",2019-10-01 00:00:00
Turkey noodle soup,4.2,13.0,https://www.bbcgoodfood.com/recipes/turkey-noodle-soup,Good Food team,4.0,1.0,10.0,10.0,20.0,2011,1,"1.2l low-sodium chicken stock, 4 small carrots peeled and chopped, 140g medium egg noodles, 200g/7oz shredded, cooked turkey or chicken, 200g frozen peas, 1 bunch spring onions sliced, white and green parts separated",2011-01-01 00:00:00
Pea & mint soup with crispy prosciutto strips,,5.0,https://www.bbcgoodfood.com/recipes/pea-mint-soup-crispy-prosciutto-strips,Sara Buenfeld,2.0,1.0,5.0,15.0,20.0,2014,6,"2 leeks well washed and thinly sliced, 200g potato (unpeeled), scrubbed and grated, 500ml chicken or  vegetable stock gluten-free, 200g frozen pea, 150g pot 0% bio yogurt, 2 tbsp chopped mint, 2 slices prosciutto all excess fat removed",2014-06-01 00:00:00
Peppered potato soup,3.8,11.0,https://www.bbcgoodfood.com/recipes/peppered-potato-soup,Barney Desmazery,4.0,1.0,15.0,20.0,35.0,0,0,"25g butter, 1 large leek sliced and washed, fresh thyme sprigs, 3 bay leaves and  parsley stalks tied into a bundle, 450g (2 medium) floury potato chopped into chunks no larger than a walnut, 800ml chicken or  vegetable stock, 3 tbsp double cream, chopped parsley to serve",0
"Broccoli, gruyère & chorizo soup",,5.0,https://www.bbcgoodfood.com/recipes/broccoli-gruyere-chorizo-soup,Good Food team,6.0,1.0,30.0,22.0,52.0,2016,11,"1 tbsp yellow mustard seeds, 1 tbsp fennel seeds, 150g chorizo skin removed, cut into cubes, 1 tbsp rapeseed oil, 1 onion chopped, 2 garlic cloves chopped, 1 ½l chicken stock, 2 heads of broccoli (approx 800g), cut into florets, 150g gruyère grated, 3 tbsp double cream",2016-11-01 00:00:00
Smoky tomato soup with preserved lemon & green olive salsa,,2.0,https://www.bbcgoodfood.com/recipes/smoky-tomato-soup-preserved-lemon-green-olive-salsa,Diana Henry,4.0,1.0,25.0,20.0,45.0,2019,4,"1 tbsp soft butter, 1 tbsp olive oil, 1 large onion chopped, 1 celery stick chopped, 1 large carrot chopped, 2 bay leaves, 2 garlic cloves crushed, 2 x 400g cans chopped tomatoes, 500ml vegetable stock, 1 tbsp sweet smoked paprika, 1 tsp brown sugar, 1 small garlic clove very finely chopped, 1 red chilli, 1 tbsp chopped coriander leaves, 125g pitted green  olives roughly chopped, 4-5 tbsp extra virgin olive oil, 1 tbsp white balsamic or sherry vinegar, 1 preserved lemon or 1/2 if you are using homemade ones, rind cut into slivers (discard the flesh), 1⁄2-1 tsp  preserved lemon brine, from the jar",2019-04-01 00:00:00
Tomato soup with gremolata,4.9,9.0,https://www.bbcgoodfood.com/recipes/tomato-soup-gremolata,Good Food team,4.0,1.0,20.0,45.0,65.0,2006,9,"1 onion chopped, 2 garlic cloves crushed, 4 tbsp olive oil, 2kg tomato, 2 tbsp sugar, 1 lemon zest and juice, 3 tbsp olive oil, 2 garlic cloves crushed, bunch flatleaf parsley finely chopped",2006-09-01 00:00:00
Spicy pasta soup,4.2,15.0,https://www.bbcgoodfood.com/recipes/spicy-pasta-soup,Good Food team,4.0,1.0,10.0,35.0,45.0,2009,3,"1 tbsp olive oil plus extra for drizzling, 1 red onion finely chopped, 1 red chilli deseeded and finely sliced, 800g can whole plum tomato, 1l vegetable stock, 100g broken spaghetti, 4 tbsp chopped pitted black olives, 2 tbsp chopped capers drained and rinsed, large handful basil leaves, roughly torn, or 1 tbsp pesto",2009-03-01 00:00:00
Watercress & celeriac soup with goat's cheese croutons,4.4,17.0,https://www.bbcgoodfood.com/recipes/watercress-celeriac-soup-goats-cheese-croutons,Barney Desmazery,6.0,1.0,15.0,40.0,55.0,2010,11,"4 leeks washed and sliced, 50g butter, 1 tbsp olive oil, 1 celeriac peeled and diced, 1 ½l vegetable stock, 2 x bags watercress, 6 slices toasted baguette, 100g soft vegetarian goat's cheese, a few sprigs watercress to serve",2010-11-01 00:00:00
Sausage soup,,15.0,https://www.bbcgoodfood.com/recipes/polish-sausage-soup,Good Food team,4.0,1.0,10.0,30.0,40.0,2008,4,"2 large onions sliced, 2 tbsp olive oil, 2 garlic cloves thinly sliced, 200g Kabanos Polish sausage chopped, 1 tsp paprika sweet or smoked, 85g brown basmati rice, 1 tbsp chopped  thyme, 2l strong-flavoured beef stock, 3 carrots thickly sliced, 100g shredded kale",2008-04-01 00:00:00
Egg drop chicken noodle soup,,7.0,https://www.bbcgoodfood.com/recipes/egg-drop-chicken-noodle-soup,Silvana Franco,4.0,1.0,5.0,10.0,15.0,2011,3,"2 skinless, boneless chicken breasts diced, 1.2l low-salt chicken stock, 140g wholewheat noodle, 140g baby corn halved lengthways, or frozen sweetcorn, 2 eggs beaten, squeeze lemon juice, ½ tsp sherry vinegar, 2 spring onions finely chopped",2011-03-01 00:00:00
Hearty winter veg soup,3.6,16.0,https://www.bbcgoodfood.com/recipes/hearty-winter-veg-soup,Good Food team,4.0,1.0,5.0,20.0,25.0,2006,12,"1 tbsp olive oil, 2 garlic cloves crushed   , 1 swede peeled and cut into chunks, 4 large carrots peeled and cut into chunks, 3 sprigs thyme leaves removed and roughly chopped, 850ml vegetable stock, 500ml semi-skimmed milk, 2 x 410g cans mixed beans in water, drained",2006-12-01 00:00:00
Thai chicken soup,3.9,10.0,https://www.bbcgoodfood.com/recipes/thai-chicken-soup,Good Food team,4.0,1.0,10.0,90.0,100.0,2011,10,"140g soba or wholewheat noodles, 100g beansprouts, 2 pak choi leaves separated, 1 red chilli deseeded and sliced, 1 tbsp soy sauce, 2 tbsp honey, juice 1 lime plus wedges to serve, 4 spring onions sliced, 1 roast chicken carcass and wings, thumb-sized piece ginger bashed and sliced, 1 garlic clove crushed, 2 spring onions sliced, 5 peppercorns",2011-10-01 00:00:00
Tomato & rice soup,3.9,7.0,https://www.bbcgoodfood.com/recipes/tomato-rice-soup,Ren Behan,4.0,1.0,10.0,35.0,45.0,2014,4,"2 tsp olive oil, 1 onion finely chopped, 1 carrot finely chopped, 1 celery stick, finely chopped, 1 tbsp golden caster sugar, 2 tbsp vinegar (white, red or balsamic), 1 tbsp tomato purée, 400g can  chopped tomato or passata, 1l vegetable stock made with 2 cubes, 140g rice (long-grain, basmati, wild, brown or a mixture), ¼ small pack  parsley leaves only, chopped, and a few drops of pesto, to serve (optional)",2014-04-01 00:00:00
Hot bloody mary soup,,3.0,https://www.bbcgoodfood.com/recipes/hot-bloody-mary-soup,Sarah Cook,6.0,1.0,10.0,5.0,15.0,2012,11,"2 tbsp celery salt, 2 tbsp celery seeds, 2 tbsp mixed  peppercorn, 1 tbsp Sichuan peppercorn, bottle Worcestershire sauce, small bottle  Tabasco sauce, small bottle  vodka, 1 large lemon cut into small wedges",2012-11-01 00:00:00
Spiced parsnip & ham soup,,11.0,https://www.bbcgoodfood.com/recipes/spiced-parsnip-ham-soup,Good Food team,4.0,1.0,5.0,20.0,25.0,2010,12,"1 tbsp olive oil, 1 tbsp mild curry powder, 250g cold roast potatoes and parsnips, 1l chicken or turkey stock, 100ml double cream plus extra to drizzle, small handful shredded ham",2010-12-01 00:00:00
Spring greens & gammon soup,4.7,12.0,https://www.bbcgoodfood.com/recipes/spring-greens-gammon-soup,Barney Desmazery,4.0,1.0,10.0,120.0,130.0,2006,3,"450g piece gammon soaked overnight, 2 bay leaves, 2 medium onions sliced, 2 tsp paprika, 2 large potatoes peeled and chopped into small chunks, 225g spring greens roughly chopped, 450g can cannellini bean drained and washed",2006-03-01 00:00:00
Chilli con carne soup,4.5,18.0,https://www.bbcgoodfood.com/recipes/chilli-con-carne-soup,Silvana Franco,6.0,1.0,90.0,0.0,90.0,2003,11,"1 small onion finely chopped, 2 garlic cloves finely chopped, 1 tbsp vegetable oil, 500g lean minced beef, 410g can pinto or red kidney bean drained, 400g cans chopped plum tomatoes, 700ml/1¼ pints hot chicken stock, large pinch of  crushed dried  chillies, 2 squares of  dark chocolate (try Lindt 85%), fresh coriander or parsley leaves and some grated gruyère, to serve",2003-11-01 00:00:00
Squash & nigella seed soup,4.4,10.0,https://www.bbcgoodfood.com/recipes/squash-nigella-seed-soup,Mary Cadogan,4.0,1.0,20.0,25.0,45.0,2008,12,"2 tbsp olive oil, 1 onion, 2 tsp nigella seeds, pinch chilli powder, 800g squash peeled, deseeded and cut into chunks, 1 potato cubed, 850ml low-sodium vegetable stock, small bunch flat-leaf parsley",2008-12-01 00:00:00
Haddock & sweetcorn soup,,5.0,https://www.bbcgoodfood.com/recipes/haddock-sweetcorn-soup,Good Food team,4.0,1.0,10.0,20.0,30.0,2009,3,"3 medium potatoes chopped, 600ml full-fat milk, 500ml hot fish stock, 400g skinless smoked haddock fillet, cut into large chunks, 200g broccoli chopped, 2 x 198g cans sweetcorn drained, squeeze lemon juice, 2 spring onions thinly sliced",2009-03-01 00:00:00
"Broad bean, yogurt & mint soup",4.9,9.0,https://www.bbcgoodfood.com/recipes/broad-bean-yogurt-mint-soup,Sophie Grigson,4.0,1.0,45.0,0.0,45.0,2003,6,"1 onion chopped, 1 stick of  celery thinly sliced, 25g butter, 2 tbsp risotto or  pudding rice, 1 generous sprig of summer  savory or thyme, 350g shelled  broad bean (about 1.3kg/3lb before podding), 1l chicken or  vegetable stock plus about 100ml/3½oz more of needed, 7 tbsp Greek yogurt yogurt plus extra, 7 tbsp fresh chopped  mint leaves",2003-06-01 00:00:00
Jerusalem artichoke & horseradish soup,4.3,13.0,https://www.bbcgoodfood.com/recipes/jerusalem-artichoke-horseradish-soup,Good Food team,4.0,1.0,15.0,40.0,55.0,2006,12,"650g Jerusalem artichokes scrubbed, 2 tbsp olive oil, 600g vegetable stock, 1 medium potato diced, 1 tbsp horseradish sauce, 2 tbsp chopped fresh chives plus extra to garnish, 4 tbsp double cream",2006-12-01 00:00:00
Chickpea soup with coriander & lime,,7.0,https://www.bbcgoodfood.com/recipes/chickpea-soup-coriander-lime,Good Food team,4.0,1.0,10.0,20.0,30.0,2006,12,"75g butter softened, 2 tbsp chopped fresh  coriander plus extra to garnish, finely grated zest  and juice of 1  lime, 1 tbsp sunflower oil, 1 onion finely chopped, 1 red pepper deseeded and finely chopped, 2 garlic cloves crushed   , 2 red chillies deseeded and thinly sliced, 1 tsp each ground coriander and cumin  , 2 x 410g cans chickpeas drained and rinsed, 1.2l vegetable stock",2006-12-01 00:00:00
Smoked haddock & white bean soup,4.6,5.0,https://www.bbcgoodfood.com/recipes/smoked-haddock-white-bean-soup,Good Food team,6.0,1.0,10.0,30.0,40.0,2011,11,"50g butter, 2 large onions thinly sliced, 400g can cannellini beans drained, 500ml pot fresh chicken stock, 270ml pot whipping cream, 2good pinches saffron, 450g undyed smoked haddock skinned, snipped chives to serve",2011-11-01 00:00:00
Thai squash soup,3.4,14.0,https://www.bbcgoodfood.com/recipes/thai-squash-soup,Good Food team,4.0,1.0,15.0,20.0,35.0,2012,4,"1 onion chopped, 1 lemongrass stalk, bashed and shredded, 1-2  red chillies roughly chopped, 1kg butternut squash peeled and diced, juice 1  lime, 125ml coconut milk, small bunch coriander leaves picked",2012-04-01 00:00:00
"Spicy harissa, aubergine & chickpea soup",3.8,10.0,https://www.bbcgoodfood.com/recipes/spicy-harissa-aubergine-chickpea-soup,Good Food team,4.0,1.0,10.0,40.0,50.0,2012,11,"1 onion chopped, 1 tbsp olive oil, 2 tbsp harissa, 2 aubergines diced, 400g can  chopped tomato, 400g can chickpea drained, 2 tbsp coriander chopped",2012-11-01 00:00:00
Watercress soup with bacon dumplings,,,https://www.bbcgoodfood.com/recipes/watercress-soup-bacon-dumplings,Richard Corrigan,6.0,1.0,30.0,30.0,60.0,2015,5,"25g butter, 2 garlic cloves crushed, 2 onions finely chopped, 4 large floury potatoes (about 800g/ 1lb 12oz), chopped into small cubes, 200g watercress leaves picked and stalks chopped, 2 tbsp fresh horseradish grated (about 25g/1oz unpeeled weight), 1 ½l vegetable stock, 8 streaky bacon rashers, finely chopped, 3 tbsp fresh breadcrumbs, small pack flat-leaf parsley finely chopped",2015-05-01 00:00:00
Creamy spring soup with goat's cheese & prosciutto toasts,,2.0,https://www.bbcgoodfood.com/recipes/creamy-spring-soup-goats-cheese-prosciutto-toasts,Cassie Best,8.0,1.0,25.0,30.0,55.0,2015,4,"2 tbsp olive or rapeseed oil, 1 onion chopped, 1 fennel bulb chopped, 200g asparagus woody ends and all, roughly chopped (save the pretty tips for another recipe, if you like), 2 garlic cloves crushed, 1 tsp fennel seeds, 1.2l vegetable stock, 450g frozen peas, 100g bag watercress reserve some small leaves for the toasts, small bunch parsley roughly chopped, small bunch mint leaves picked and roughly chopped (or buy 1 large bunch and use half in the pesto, if making), 1 large ciabatta thickly sliced on an angle, drizzle of extra virgin olive or rapeseed oil plus extra for serving , 1 fat garlic clove squashed, 150g pack soft goat's cheese, 6 slices prosciutto, 200g pesto see recipe in tips or buy a good-quality fresh one",2015-04-01 00:00:00
Winter cannellini bean soup,,14.0,https://www.bbcgoodfood.com/recipes/winter-cannellini-bean-soup,Good Food team,6.0,1.0,30.0,0.0,30.0,2003,11,"1 tbsp olive oil, 4 shallots finely chopped, 2 garlic cloves finely chopped, 1 carrot finely chopped, 2 celery sticks, finely chopped, 2 leeks finely chopped, 140g streaky bacon finely chopped, 1.4l chicken stock or vegetable stock (Kallo is good), 2 bay leaves, 2 tsp chopped fresh oregano or marjoram or ½ tsp dried, a handful of flatleaf parsley chopped, extra-virgin olive oil, 6 tiny parsley sprigs",2003-11-01 00:00:00
Pistou soup,,5.0,https://www.bbcgoodfood.com/recipes/pistou-soup,Good Food team,8.0,1.0,30.0,15.0,45.0,2011,2,"2 tbsp olive oil, 1 onion finely chopped, 2 each medium carrots and celery sticks, peeled and finely chopped, 1 small fennel bulb trimmed and finely chopped, 250g each turnip celeriac and parsnip, peeled and finely chopped, 140g frozen peas, large bunch basil, 1 clove garlic, 100ml extra-virgin olive oil, grated parmesan and croûtons, to serve",2011-02-01 00:00:00
Rocket & courgette soup with goat's cheese croutons,3.4,16.0,https://www.bbcgoodfood.com/recipes/rocket-courgette-soup-goats-cheese-croutons,Good Food team,4.0,1.0,15.0,25.0,40.0,2010,5,"1 onion finely diced, 1 tsp olive oil or knob of butter, 1 medium potato finely diced, 4 courgettes grated or chopped, 100g rocket roughly chopped, 850ml vegetable stock, 8 thin slices baguettes, 150g pack soft goat's cheese",2010-05-01 00:00:00
Quick prawn noodle soup,3.7,12.0,https://www.bbcgoodfood.com/recipes/quick-prawn-noodle-soup,Good Food team,1.0,1.0,10.0,5.0,15.0,2010,11,"85g thick rice noodle, 500ml hot chicken or  vegetable stock, 1 tsp fish sauce, juice ½ lime, 1 star anise, pinch sugar, 1 handful small raw prawns, handful mint and coriander leaves, chopped red chilli to serve",2010-11-01 00:00:00
Broccoli soup with crispy croutons & goat's cheese,4.4,12.0,https://www.bbcgoodfood.com/recipes/broccoli-soup-crispy-croutons-goats-cheese,Sara Buenfeld,,1.0,50.0,0.0,50.0,2003,2,"2 thick, crustless slices of  bread cubed, 1 tbsp olive oil, 900g broccoli, 50g butter, 1 large  onion finely chopped, generous grating fresh nutmeg or ¼ tsp dried, 1l vegetable or chicken stock, 600ml full cream  milk, 100g medium-soft  goat's cheese chopped (rind and all)",2003-02-01 00:00:00
Butterbean & rosemary soup,4.2,9.0,https://www.bbcgoodfood.com/recipes/butterbean-rosemary-soup,Merrilees Parker,,1.0,10.0,15.0,25.0,2006,1,"3 tbsp  olive oil, 2 finely chopped  onions, 4 finely chopped  celery sticks, 2  finely chopped large garlic cloves, 2 tsp chopped rosemary, 4 x 400g cans rinsed, drained  butter beans, 1.4l hot  vegetable stock, 2 handfuls young  spinach, 284ml pot  double cream",2006-01-01 00:00:00
Kale & apple soup with walnuts,3.2,9.0,https://www.bbcgoodfood.com/recipes/kale-apple-soup-walnuts-0,Miriam Nice,2.0,1.0,20.0,15.0,35.0,2014,12,"8 walnut halves broken into pieces, 1 onion finely chopped, 2 carrots coarsely grated, 2 red apples unpeeled and finely chopped, 1 tbsp cider vinegar, 500ml reduced-salt vegetable stock, 200g kale roughly chopped, 20g pack of dried apple crisps (optional)",2014-12-01 00:00:00
